relation	pattern
associatedMusicalArtist	with artists like [[con]];
associatedMusicalArtist	previously played as;
associatedMusicalArtist	also previously played with;
associatedMusicalArtist	previously played from;
associatedMusicalArtist	previously played at;
associatedMusicalArtist	previously played in;
associatedMusicalArtist	had previously played for;
associatedMusicalArtist	also previously played [[adj]];
associatedMusicalArtist	has previously played for;
associatedMusicalArtist	had previously played with;
associatedMusicalArtist	previously played with;
associatedMusicalArtist	previously played for;
associatedMusicalArtist	has previously played with;
associatedMusicalArtist	also previously played for;
associatedMusicalArtist	has previously played [[con]];
associatedMusicalArtist	[[con]] previously played for;
associatedMusicalArtist	previously played [[con]];
associatedMusicalArtist	has previously played in;
associatedMusicalArtist	had previously played in;
associatedMusicalArtist	[[num]] older siblings;
associatedMusicalArtist	[[num]] older siblings [[con]];
associatedMusicalArtist	released [[det]] album including;
associatedMusicalArtist	released [[adj]] solo including [[det]] album with;
associatedMusicalArtist	[[adj]] band called;
associatedMusicalArtist	[[det]] band called;
associatedMusicalArtist	split [[num]];
associatedMusicalArtist	split from;
associatedMusicalArtist	split between;
associatedMusicalArtist	split [[det]];
associatedMusicalArtist	[[det]] split;
associatedMusicalArtist	had split from;
associatedMusicalArtist	supported;
associatedMusicalArtist	has produced albums by;
associatedMusicalArtist	also produced [[adj]] albums by;
associatedMusicalArtist	toured extensively as;
associatedMusicalArtist	with backing vocals from;
associatedMusicalArtist	backing vocals;
associatedMusicalArtist	backing vocals on;
associatedMusicalArtist	also appears alongside;
associatedMusicalArtist	appears alongside [[con]];
associatedMusicalArtist	appears alongside;
associatedMusicalArtist	also appears alongside [[con]];
associatedMusicalArtist	in career;
associatedMusicalArtist	[[det]] career [[con]];
associatedMusicalArtist	[[adj]] career [[con]];
associatedMusicalArtist	s career;
associatedMusicalArtist	[[prp]] career to;
associatedMusicalArtist	[[prp]] career;
associatedMusicalArtist	[[prp]] career [[adj]];
associatedMusicalArtist	[[det]] career;
associatedMusicalArtist	[[det]] career of;
associatedMusicalArtist	[[adj]] career;
associatedMusicalArtist	career when;
associatedMusicalArtist	was previously [[det]] member s;
associatedMusicalArtist	has previously been [[det]] member of;
associatedMusicalArtist	previously was [[det]] member of;
associatedMusicalArtist	was previously [[det]] member of;
associatedMusicalArtist	had previously been [[det]] member as;
associatedMusicalArtist	was previously [[det]] member [[det]];
associatedMusicalArtist	costarred [[con]];
associatedMusicalArtist	costarred with;
associatedMusicalArtist	also costarred on;
associatedMusicalArtist	also costarred;
associatedMusicalArtist	costarred as;
associatedMusicalArtist	also costarred with;
associatedMusicalArtist	wrote [[con]] produced with;
associatedMusicalArtist	wrote [[con]] produced [[con]];
associatedMusicalArtist	produced [[con]] wrote;
associatedMusicalArtist	wrote [[con]] produced;
associatedMusicalArtist	also wrote [[con]] produced by;
associatedMusicalArtist	joined [[det]] [[adj]] group with;
associatedMusicalArtist	joined [[det]] group [[con]];
associatedMusicalArtist	joined [[det]] [[adj]] group of;
associatedMusicalArtist	joined [[det]] group [[adj]];
associatedMusicalArtist	joined [[det]] [[adj]] group along;
associatedMusicalArtist	joined [[det]] group;
associatedMusicalArtist	joined [[det]] group of;
associatedMusicalArtist	also worked with [[adj]] performers [[adj]];
associatedMusicalArtist	worked with performers [[adj]];
associatedMusicalArtist	[[det]] peer in;
associatedMusicalArtist	[[det]] peer;
associatedMusicalArtist	began playing [[det]];
associatedMusicalArtist	was praised as;
associatedMusicalArtist	was praised;
associatedMusicalArtist	moved [[con]] worked for;
associatedMusicalArtist	then moved where worked with;
associatedMusicalArtist	moved where worked as;
associatedMusicalArtist	later moved where worked by;
associatedMusicalArtist	moved where worked with;
associatedMusicalArtist	moved where worked [[con]];
associatedMusicalArtist	moved [[con]] worked with;
associatedMusicalArtist	moved [[con]] worked as;
associatedMusicalArtist	moved back [[con]] worked with;
associatedMusicalArtist	moved where worked by;
associatedMusicalArtist	moved back [[con]] worked by;
associatedMusicalArtist	moved back where worked with;
associatedMusicalArtist	moved [[con]] worked [[det]];
associatedMusicalArtist	moved where worked;
associatedMusicalArtist	moved [[con]] worked;
associatedMusicalArtist	then moved where worked for;
associatedMusicalArtist	also declared;
associatedMusicalArtist	was declared by;
associatedMusicalArtist	was declared to;
associatedMusicalArtist	[[adj]] declared;
associatedMusicalArtist	declared to;
associatedMusicalArtist	when declared;
associatedMusicalArtist	that declared;
associatedMusicalArtist	declared by;
associatedMusicalArtist	had declared;
associatedMusicalArtist	is declared;
associatedMusicalArtist	declared [[det]];
associatedMusicalArtist	declared [[prp]];
associatedMusicalArtist	declared [[adj]];
associatedMusicalArtist	[[con]] declared [[adj]];
associatedMusicalArtist	declared that;
associatedMusicalArtist	was declared [[adj]];
associatedMusicalArtist	[[con]] declared;
associatedMusicalArtist	declared as;
associatedMusicalArtist	[[con]] declared that;
associatedMusicalArtist	declared [[pro]];
associatedMusicalArtist	was declared [[det]];
associatedMusicalArtist	was declared;
associatedMusicalArtist	had declared [[pro]];
associatedMusicalArtist	declared [[con]];
associatedMusicalArtist	been declared;
associatedMusicalArtist	with director;
associatedMusicalArtist	became director;
associatedMusicalArtist	director [[con]];
associatedMusicalArtist	[[adj]] director where;
associatedMusicalArtist	[[det]] director;
associatedMusicalArtist	[[con]] director;
associatedMusicalArtist	director [[det]];
associatedMusicalArtist	[[adj]] director;
associatedMusicalArtist	[[adj]] director for;
associatedMusicalArtist	was director to;
associatedMusicalArtist	to director;
associatedMusicalArtist	[[det]] director on;
associatedMusicalArtist	by director;
associatedMusicalArtist	[[adj]] director to;
associatedMusicalArtist	was director;
associatedMusicalArtist	[[num]] director;
associatedMusicalArtist	[[adj]] director with;
associatedMusicalArtist	[[det]] director [[con]];
associatedMusicalArtist	for director;
associatedMusicalArtist	director [[num]];
associatedMusicalArtist	was director [[con]];
associatedMusicalArtist	were formed [[con]];
associatedMusicalArtist	was formed with;
associatedMusicalArtist	tours [[det]] year with;
associatedMusicalArtist	were formed by;
associatedMusicalArtist	formed by;
associatedMusicalArtist	was formed after;
associatedMusicalArtist	was formed by;
associatedMusicalArtist	were formed;
associatedMusicalArtist	is formed;
associatedMusicalArtist	was formed on;
associatedMusicalArtist	formed as;
associatedMusicalArtist	was formed as;
associatedMusicalArtist	formed part;
associatedMusicalArtist	was formed [[det]];
associatedMusicalArtist	was formed when;
associatedMusicalArtist	is formed as;
associatedMusicalArtist	was formed through;
associatedMusicalArtist	formed when;
associatedMusicalArtist	was formed [[con]];
associatedMusicalArtist	[[adj]] formed as;
associatedMusicalArtist	[[adj]] formed in;
associatedMusicalArtist	was formed under;
associatedMusicalArtist	was formed;
associatedMusicalArtist	was formed to;
associatedMusicalArtist	[[adj]] formed under;
associatedMusicalArtist	partnership of;
associatedMusicalArtist	partnership with;
associatedMusicalArtist	in partnership with;
associatedMusicalArtist	[[det]] oldest brother of;
associatedMusicalArtist	insisted [[con]];
associatedMusicalArtist	insisted that;
associatedMusicalArtist	[[con]] insisted that;
associatedMusicalArtist	insisted on;
associatedMusicalArtist	left [[con]] joined to;
associatedMusicalArtist	left [[con]] joined;
associatedMusicalArtist	left [[con]] joined side;
associatedMusicalArtist	left [[con]] joined [[adj]];
associatedMusicalArtist	left [[con]] joined [[det]];
associatedMusicalArtist	had left [[con]] joined;
associatedMusicalArtist	left [[con]] joined in;
associatedMusicalArtist	left when joined;
associatedMusicalArtist	joined [[con]] left for;
associatedMusicalArtist	claimed [[adj]];
associatedMusicalArtist	claimed [[prp]];
associatedMusicalArtist	has claimed;
associatedMusicalArtist	later claimed;
associatedMusicalArtist	when claimed;
associatedMusicalArtist	claimed [[det]];
associatedMusicalArtist	claimed that;
associatedMusicalArtist	claimed [[pro]];
associatedMusicalArtist	which claimed;
associatedMusicalArtist	[[con]] claimed that;
associatedMusicalArtist	claimed had;
associatedMusicalArtist	is claimed that;
associatedMusicalArtist	claimed by;
associatedMusicalArtist	claimed [[con]];
associatedMusicalArtist	had claimed that;
associatedMusicalArtist	later claimed that;
associatedMusicalArtist	had claimed;
associatedMusicalArtist	[[adj]] claimed that;
associatedMusicalArtist	where claimed;
associatedMusicalArtist	as claimed;
associatedMusicalArtist	claimed to;
associatedMusicalArtist	also claimed;
associatedMusicalArtist	has claimed that;
associatedMusicalArtist	later claimed to;
associatedMusicalArtist	also claimed that;
associatedMusicalArtist	claimed was;
associatedMusicalArtist	while claimed;
associatedMusicalArtist	[[det]] introduced;
associatedMusicalArtist	introduced at;
associatedMusicalArtist	introduced on;
associatedMusicalArtist	when introduced;
associatedMusicalArtist	introduced into;
associatedMusicalArtist	was introduced on;
associatedMusicalArtist	announced that decided;
associatedMusicalArtist	[[adj]] collaborations;
associatedMusicalArtist	[[adj]] collaborations with;
associatedMusicalArtist	collaborations with;
associatedMusicalArtist	supported [[pro]];
associatedMusicalArtist	who supported;
associatedMusicalArtist	also supported;
associatedMusicalArtist	supported [[det]];
associatedMusicalArtist	had supported;
associatedMusicalArtist	also supported [[adj]];
associatedMusicalArtist	[[con]] supported;
associatedMusicalArtist	is supported;
associatedMusicalArtist	supported by;
associatedMusicalArtist	also supported against;
associatedMusicalArtist	supported [[con]];
associatedMusicalArtist	also supported by;
associatedMusicalArtist	has supported [[con]];
associatedMusicalArtist	later supported;
associatedMusicalArtist	was supported by;
associatedMusicalArtist	was supported [[con]];
associatedMusicalArtist	supported for;
associatedMusicalArtist	also supported [[con]];
associatedMusicalArtist	have supported;
associatedMusicalArtist	supported against;
associatedMusicalArtist	was supported;
associatedMusicalArtist	supported to;
associatedMusicalArtist	supported [[adj]];
associatedMusicalArtist	has supported;
associatedMusicalArtist	supported as;
associatedMusicalArtist	is widely considered as;
associatedMusicalArtist	[[con]] began to;
associatedMusicalArtist	then began;
associatedMusicalArtist	before began;
associatedMusicalArtist	began [[adj]];
associatedMusicalArtist	began to;
associatedMusicalArtist	also began;
associatedMusicalArtist	as began;
associatedMusicalArtist	soon began;
associatedMusicalArtist	[[con]] began;
associatedMusicalArtist	then began to;
associatedMusicalArtist	after began;
associatedMusicalArtist	began [[num]];
associatedMusicalArtist	began [[prp]];
associatedMusicalArtist	includes [[adj]] collections of;
associatedMusicalArtist	[[pro]] began;
associatedMusicalArtist	began with;
associatedMusicalArtist	[[num]] began;
associatedMusicalArtist	began by;
associatedMusicalArtist	where began;
associatedMusicalArtist	when began;
associatedMusicalArtist	accompanied;
associatedMusicalArtist	was briefly [[det]] member of;
associatedMusicalArtist	also briefly [[det]] member of;
associatedMusicalArtist	was briefly [[det]] member [[det]];
associatedMusicalArtist	spawned [[adj]];
associatedMusicalArtist	career [[con]];
associatedMusicalArtist	[[num]] career;
associatedMusicalArtist	[[prp]] career with;
associatedMusicalArtist	[[det]] career [[adj]];
associatedMusicalArtist	career at;
associatedMusicalArtist	[[adj]] career at;
associatedMusicalArtist	[[adj]] career [[num]];
associatedMusicalArtist	s career with;
associatedMusicalArtist	s career in;
associatedMusicalArtist	[[det]] career in;
associatedMusicalArtist	[[prp]] career in;
associatedMusicalArtist	career with;
associatedMusicalArtist	[[adj]] career with;
associatedMusicalArtist	[[adj]] career in;
associatedMusicalArtist	s career at;
associatedMusicalArtist	[[adj]] career as;
associatedMusicalArtist	[[adj]] career for;
associatedMusicalArtist	[[prp]] career at;
associatedMusicalArtist	[[adj]] career of;
associatedMusicalArtist	s career as;
associatedMusicalArtist	[[det]] career with;
associatedMusicalArtist	concerts by;
associatedMusicalArtist	then replaced;
associatedMusicalArtist	[[con]] replaced [[con]];
associatedMusicalArtist	soon replaced by;
associatedMusicalArtist	that replaced;
associatedMusicalArtist	also replaced by;
associatedMusicalArtist	where replaced;
associatedMusicalArtist	when replaced;
associatedMusicalArtist	[[det]] replaced;
associatedMusicalArtist	replaced after;
associatedMusicalArtist	later replaced by;
associatedMusicalArtist	were replaced with;
